JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460364.89084,7.653,0.113,,R,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-12.344,0,1.182,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460364.89122,10.019,0.044,,V,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-9.946,0,1.181,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460364.89192,10.837,0.068,,B,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-9.045,0,1.177,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460364.898634,6.052,0.012,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.557|CMAGINS=18.860|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.817|KREFMAG= 6.488|KREFERR= 0.012,0,1.177,Z,18.860,17.817,,PNV J17261813-3809354,VVS,STD,,,,
2460364.898715,6.078,0.011,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.552|CMAGINS=18.828|CREFMAG= 7.355|CREFERR= 0.014|KMAGINS=17.804|KREFMAG= 6.488|KREFERR= 0.012,0,1.177,Z,18.828,17.804,,PNV J17261813-3809354,VVS,STD,,,,
2460364.898819,10.620,0.009,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.487|CMAGINS=17.292|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.520|KREFMAG= 9.116|KREFERR= 0.006,0,1.177,Z,17.292,16.520,,PNV J17261813-3809354,VVS,STD,,,,
2460364.898900,10.574,0.009,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.444|CMAGINS=17.294|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.516|KREFMAG= 9.116|KREFERR= 0.006,0,1.177,Z,17.294,16.516,,PNV J17261813-3809354,VVS,STD,,,,
2460364.899051,11.928,0.006,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.886|CMAGINS=16.087|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.502|KREFMAG=10.052|KREFERR= 0.003,0,1.176,Z,16.087,15.502,,PNV J17261813-3809354,VVS,STD,,,,
2460364.899213,11.927,0.006,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.884|CMAGINS=16.086|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.500|KREFMAG=10.052|KREFERR= 0.003,0,1.175,Z,16.086,15.500,,PNV J17261813-3809354,VVS,STD,,,,
2460364.899363,7.863,0.006,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=16.869|CMAGINS=17.354|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.430|KREFMAG= 7.750|KREFERR= 0.006,0,1.175,Z,17.354,16.430,,PNV J17261813-3809354,VVS,STD,,,,
2460364.899444,7.889,0.006,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=16.880|CMAGINS=17.340|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.447|KREFMAG= 7.750|KREFERR= 0.006,0,1.175,Z,17.340,16.447,,PNV J17261813-3809354,VVS,STD,,,,
2460364.98958,9.5,,,Vis.,HSCC,B,94,,X36049DK,56x in 150mm reflector,,,Z,,,,V1723 Sco,AAVSO,STD,,,,
2460365.52604,7.876,0.029,,R,KMWA,,ENSEMBLE,115,X35942Z,|KDEC=-38.15541|KMAGINS=-8.306|KMAGSTD=11.222|KRA=261.5274|KREFERR=0.222|KREFMAG=10.996|VMAGINS=-11.597,1,2.310,Z,,11.222,,V1723 SCO,BAV,STD,,,,
2460365.52832,9.475,0.014,,V,KMWA,,ENSEMBLE,115,X35942Z,|KDEC=-38.15541|KMAGINS=-8.336|KMAGSTD=11.463|KRA=261.5274|KREFERR=0.021|KREFMAG=11.521|VMAGINS=-10.268,1,2.310,Z,,11.463,,V1723 SCO,BAV,STD,,,,
2460365.53177,10.866,0.019,,B,KMWA,,ENSEMBLE,115,X35942Z,|KDEC=-38.15541|KMAGINS=-7.028|KMAGSTD=11.806|KRA=261.5274|KREFERR=0.104|KREFMAG=12.104|VMAGINS=-8.139,1,2.310,Z,,11.806,,V1723 SCO,BAV,STD,,,,
2460365.72222,9.9,,,Vis.,PLA,,9.9,10.4,X35947LN,99 and 104 (stellarium),,,Z,,,,V1723 Sco,AAVSO,STD,,,,
2460365.87731,6.724,0.125,,I,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-13.112,0,1.226,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460365.87934,7.926,0.066,,R,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-13.209,0,1.217,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460365.88088,10.231,0.030,,V,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-10.872,0,1.209,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460365.88122,10.042,0.044,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-9.371,0,1.193,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460365.88189,8.054,0.162,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.422,0,1.190,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460365.88234,7.019,0.270,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.338,0,1.189,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460365.88258,11.034,0.030,,B,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-9.917,0,1.200,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460365.98125,9.3,,,Vis.,CKB,,88,94,X35898IN,,,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460366.88106,9.928,0.054,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-9.562,0,1.183,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460366.88172,8.077,0.137,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.393,0,1.181,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460366.88218,7.084,0.274,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.343,0,1.179,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460367.87228,6.699,0.092,,I,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-12.858,0,1.224,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460367.87414,7.831,0.071,,R,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-11.099,0,1.219,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460367.87503,10.436,0.017,,V,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-10.318,0,1.211,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460367.87666,11.142,0.025,,B,LBEC,,ENSEMBLE,,X35918AH,ITELESCOPE T72 AT X07|OBSERVAT=ITELESCOPE T72 DSC|VMAGINS=-9.531,0,1.202,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460367.88510,10.188,0.097,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-9.353,0,1.160,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460367.88600,8.421,0.134,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-8.293,0,1.157,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460367.88668,7.209,0.296,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-8.612,0,1.154,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460367.900081,6.321,0.013,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.064|CMAGINS=19.097|CREFMAG= 7.355|CREFERR= 0.017|KMAGINS=18.041|KREFMAG= 6.488|KREFERR= 0.013,0,1.147,Z,19.097,18.041,,PNV J17261813-3809354,VVS,STD,,,,
2460367.900150,6.267,0.014,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.019|CMAGINS=19.107|CREFMAG= 7.355|CREFERR= 0.017|KMAGINS=18.040|KREFMAG= 6.488|KREFERR= 0.014,0,1.147,Z,19.107,18.040,,PNV J17261813-3809354,VVS,STD,,,,
2460367.900255,10.938,0.012,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.034|CMAGINS=17.520|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.746|KREFMAG= 9.116|KREFERR= 0.006,0,1.146,Z,17.520,16.746,,PNV J17261813-3809354,VVS,STD,,,,
2460367.900336,10.952,0.013,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.046|CMAGINS=17.519|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.782|KREFMAG= 9.116|KREFERR= 0.006,0,1.146,Z,17.519,16.782,,PNV J17261813-3809354,VVS,STD,,,,
2460367.900486,12.260,0.008,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.430|CMAGINS=16.300|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.724|KREFMAG=10.052|KREFERR= 0.003,0,1.146,Z,16.300,15.724,,PNV J17261813-3809354,VVS,STD,,,,
2460367.900648,12.234,0.008,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.421|CMAGINS=16.316|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.717|KREFMAG=10.052|KREFERR= 0.003,0,1.145,Z,16.316,15.717,,PNV J17261813-3809354,VVS,STD,,,,
2460367.900787,8.118,0.007,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.306|CMAGINS=17.538|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.629|KREFMAG= 7.750|KREFERR= 0.006,0,1.145,Z,17.538,16.629,,PNV J17261813-3809354,VVS,STD,,,,
2460367.900868,8.091,0.007,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.300|CMAGINS=17.558|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.642|KREFMAG= 7.750|KREFERR= 0.006,0,1.145,Z,17.558,16.642,,PNV J17261813-3809354,VVS,STD,,,,
2460368.87796,10.276,0.106,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-9.333,0,1.175,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460368.87863,8.165,0.159,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.466,0,1.172,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460368.87910,7.236,0.310,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.259,0,1.171,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460369.88464,10.380,0.031,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-9.295,0,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460369.88554,8.513,0.135,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-9.201,0,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460369.88622,7.239,0.094,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-10.828,0,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460369.900856,6.468,0.012,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.015|CMAGINS=18.902|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.856|KREFMAG= 6.488|KREFERR= 0.012,0,1.129,Z,18.902,17.856,,PNV J17261813-3809354,VVS,STD,,,,
2460369.900938,6.456,0.012,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.015|CMAGINS=18.914|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.852|KREFMAG= 6.488|KREFERR= 0.012,0,1.129,Z,18.914,17.852,,PNV J17261813-3809354,VVS,STD,,,,
2460369.901042,11.095,0.013,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.062|CMAGINS=17.392|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.594|KREFMAG= 9.116|KREFERR= 0.006,0,1.129,Z,17.392,16.594,,PNV J17261813-3809354,VVS,STD,,,,
2460369.901123,11.088,0.013,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.063|CMAGINS=17.399|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.594|KREFMAG= 9.116|KREFERR= 0.006,0,1.129,Z,17.399,16.594,,PNV J17261813-3809354,VVS,STD,,,,
2460369.901273,12.397,0.009,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.473|CMAGINS=16.205|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.609|KREFMAG=10.052|KREFERR= 0.003,0,1.128,Z,16.205,15.609,,PNV J17261813-3809354,VVS,STD,,,,
2460369.901435,12.403,0.008,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.475|CMAGINS=16.200|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.604|KREFMAG=10.052|KREFERR= 0.003,0,1.128,Z,16.200,15.604,,PNV J17261813-3809354,VVS,STD,,,,
2460369.901597,8.246,0.007,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.307|CMAGINS=17.410|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.516|KREFMAG= 7.750|KREFERR= 0.006,0,1.127,Z,17.410,16.516,,PNV J17261813-3809354,VVS,STD,,,,
2460369.901667,8.241,0.007,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.315|CMAGINS=17.424|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.499|KREFMAG= 7.750|KREFERR= 0.006,0,1.127,Z,17.424,16.499,,PNV J17261813-3809354,VVS,STD,,,,
2460370.88837,10.445,0.082,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-9.199,0,1.124,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460370.88904,8.396,0.163,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.119,0,1.122,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460370.88948,7.291,0.275,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.227,0,1.121,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460370.895197,6.522,0.012,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.053|CMAGINS=18.886|CREFMAG= 7.355|CREFERR= 0.014|KMAGINS=17.837|KREFMAG= 6.488|KREFERR= 0.012,0,1.137,Z,18.886,17.837,,PNV J17261813-3809354,VVS,STD,,,,
2460370.895278,6.544,0.012,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.079|CMAGINS=18.890|CREFMAG= 7.355|CREFERR= 0.014|KMAGINS=17.850|KREFMAG= 6.488|KREFERR= 0.012,0,1.137,Z,18.890,17.850,,PNV J17261813-3809354,VVS,STD,,,,
2460370.895382,11.188,0.013,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.109|CMAGINS=17.346|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.551|KREFMAG= 9.116|KREFERR= 0.006,0,1.137,Z,17.346,16.551,,PNV J17261813-3809354,VVS,STD,,,,
2460370.895451,11.204,0.013,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.123|CMAGINS=17.343|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.572|KREFMAG= 9.116|KREFERR= 0.006,0,1.137,Z,17.343,16.572,,PNV J17261813-3809354,VVS,STD,,,,
2460370.895613,12.454,0.008,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.467|CMAGINS=16.142|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.546|KREFMAG=10.052|KREFERR= 0.003,0,1.136,Z,16.142,15.546,,PNV J17261813-3809354,VVS,STD,,,,
2460370.895775,12.454,0.008,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.465|CMAGINS=16.139|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.549|KREFMAG=10.052|KREFERR= 0.003,0,1.136,Z,16.139,15.549,,PNV J17261813-3809354,VVS,STD,,,,
2460370.895926,8.323,0.007,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.369|CMAGINS=17.395|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.477|KREFMAG= 7.750|KREFERR= 0.006,0,1.135,Z,17.395,16.477,,PNV J17261813-3809354,VVS,STD,,,,
2460370.895995,8.305,0.007,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.353|CMAGINS=17.397|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.490|KREFMAG= 7.750|KREFERR= 0.006,0,1.135,Z,17.397,16.490,,PNV J17261813-3809354,VVS,STD,,,,
2460371.88843,10.517,0.030,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-8.963,0,1.116,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460371.88912,8.371,0.168,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.108,0,1.114,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460371.88957,7.495,0.287,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-10.922,0,1.113,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460371.892442,6.624,0.012,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.179|CMAGINS=18.910|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.855|KREFMAG= 6.488|KREFERR= 0.012,0,1.137,Z,18.910,17.855,,PNV J17261813-3809354,VVS,STD,,,,
2460371.892523,6.601,0.013,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.200|CMAGINS=18.954|CREFMAG= 7.355|CREFERR= 0.016|KMAGINS=17.890|KREFMAG= 6.488|KREFERR= 0.013,0,1.137,Z,18.954,17.890,,PNV J17261813-3809354,VVS,STD,,,,
2460371.892627,11.267,0.014,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.213|CMAGINS=17.370|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.596|KREFMAG= 9.116|KREFERR= 0.006,0,1.137,Z,17.370,16.596,,PNV J17261813-3809354,VVS,STD,,,,
2460371.892697,11.296,0.014,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.235|CMAGINS=17.363|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.585|KREFMAG= 9.116|KREFERR= 0.006,0,1.137,Z,17.363,16.585,,PNV J17261813-3809354,VVS,STD,,,,
2460371.892847,12.559,0.009,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.593|CMAGINS=16.164|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.567|KREFMAG=10.052|KREFERR= 0.003,0,1.136,Z,16.164,15.567,,PNV J17261813-3809354,VVS,STD,,,,
2460371.893021,12.576,0.009,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.601|CMAGINS=16.154|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.570|KREFMAG=10.052|KREFERR= 0.003,0,1.136,Z,16.154,15.570,,PNV J17261813-3809354,VVS,STD,,,,
2460371.893171,8.405,0.007,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.468|CMAGINS=17.412|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.501|KREFMAG= 7.750|KREFERR= 0.006,0,1.135,Z,17.412,16.501,,PNV J17261813-3809354,VVS,STD,,,,
2460371.893241,8.422,0.007,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.484|CMAGINS=17.412|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.517|KREFMAG= 7.750|KREFERR= 0.006,0,1.135,Z,17.412,16.517,,PNV J17261813-3809354,VVS,STD,,,,
2460372.77316,10.232,0.0690,,TG,SWQ,,ENSEMBLE,172519.0-380753,,ENSEMBLE OF GAIA EDR3 STARS H17. 2/SNR USED FOR MERR.,0,,Z,,10.208,,V1723 SCO,REA,STD,,,,
2460372.8125,10.4,,,Vis.,JNCA,B,102,104,Sky Safari 4 Pro,REFLECTOR NEWTON 180 MM F7 ,,,Z,,,,V1723 Sco,CASP,STD,,,,
2460372.825,10.3,,,Vis.,AAX,K,99,103,X35985BD,TYC,,,Z,,,,V1723 SCO,NEOA-JBS,STD,,,,
2460372.88807,10.561,0.043,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-9.074,0,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460372.88874,8.425,0.138,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-11.087,0,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460372.88919,7.572,0.254,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-10.940,0,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460372.889572,6.676,0.012,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.187|CMAGINS=18.867|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.827|KREFMAG= 6.488|KREFERR= 0.012,0,1.138,Z,18.867,17.827,,PNV J17261813-3809354,VVS,STD,,,,
2460372.889653,6.667,0.012,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.167|CMAGINS=18.855|CREFMAG= 7.355|CREFERR= 0.014|KMAGINS=17.801|KREFMAG= 6.488|KREFERR= 0.012,0,1.138,Z,18.855,17.801,,PNV J17261813-3809354,VVS,STD,,,,
2460372.889757,11.294,0.014,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.190|CMAGINS=17.319|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.558|KREFMAG= 9.116|KREFERR= 0.006,0,1.137,Z,17.319,16.558,,PNV J17261813-3809354,VVS,STD,,,,
2460372.889826,11.287,0.014,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.181|CMAGINS=17.318|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.542|KREFMAG= 9.116|KREFERR= 0.006,0,1.137,Z,17.318,16.542,,PNV J17261813-3809354,VVS,STD,,,,
2460372.889977,12.540,0.008,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.525|CMAGINS=16.115|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.512|KREFMAG=10.052|KREFERR= 0.003,0,1.137,Z,16.115,15.512,,PNV J17261813-3809354,VVS,STD,,,,
2460372.890150,12.572,0.009,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=18.536|CMAGINS=16.093|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.509|KREFMAG=10.052|KREFERR= 0.003,0,1.136,Z,16.093,15.509,,PNV J17261813-3809354,VVS,STD,,,,
2460372.890289,8.418,0.007,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.422|CMAGINS=17.352|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.441|KREFMAG= 7.750|KREFERR= 0.006,0,1.136,Z,17.352,16.441,,PNV J17261813-3809354,VVS,STD,,,,
2460372.890370,8.413,0.007,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=17.433|CMAGINS=17.369|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.450|KREFMAG= 7.750|KREFERR= 0.006,0,1.136,Z,17.369,16.450,,PNV J17261813-3809354,VVS,STD,,,,
2460373.15954,10.57,0.02,,V,NLX,B,Ensemble,127,X36229AEA,PSF subtraction applied to nearby bright star. Mag med sum 3 measures,0,2.00,Z,,12.71,,V1723 Sco,AAVSO,STD,,,,
2460373.16263,11.60,0.02,,B,NLX,B,Ensemble,127,X36229AEA,PSF subtraction to nearby bright star. mag med sum 3 measures,0,1.96,Z,,13.23,,V1723 Sco,AAVSO,STD,,,,
